id,styleId,styleName,category,visual,density,pageType,pageName,filename,status
stained-glass-agenda,stained-glass,彩色玻璃,材质与工艺,彩色玻璃,中,agenda,目录页,stained-glass-agenda.png,generated
stained-glass-section,stained-glass,彩色玻璃,材质与工艺,彩色玻璃,中,section,过渡页,stained-glass-section.png,generated
stained-glass-text,stained-glass,彩色玻璃,材质与工艺,彩色玻璃,中,text,纯文字页,stained-glass-text.png,generated
stained-glass-image-text,stained-glass,彩色玻璃,材质与工艺,彩色玻璃,中,image-text,文字图片页,stained-glass-image-text.png,generated
stained-glass-data,stained-glass,彩色玻璃,材质与工艺,彩色玻璃,中,data,数据/要点页,stained-glass-data.png,generated
stained-glass-closing,stained-glass,彩色玻璃,材质与工艺,彩色玻璃,中,closing,结尾页,stained-glass-closing.png,generated
woodcut-cover,woodcut,木刻版画,材质与工艺,木刻版画,中,cover,封面页,woodcut-cover.png,generated
woodcut-agenda,woodcut,木刻版画,材质与工艺,木刻版画,中,agenda,目录页,woodcut-agenda.png,generated
woodcut-section,woodcut,木刻版画,材质与工艺,木刻版画,中,section,过渡页,woodcut-section.png,generated
woodcut-text,woodcut,木刻版画,材质与工艺,木刻版画,中,text,纯文字页,woodcut-text.png,generated
woodcut-image-text,woodcut,木刻版画,材质与工艺,木刻版画,中,image-text,文字图片页,woodcut-image-text.png,generated
woodcut-data,woodcut,木刻版画,材质与工艺,木刻版画,中,data,数据/要点页,woodcut-data.png,generated
woodcut-closing,woodcut,木刻版画,材质与工艺,木刻版画,中,closing,结尾页,woodcut-closing.png,generated
ink-splash-cover,ink-splash,泼墨肌理,材质与工艺,泼墨肌理,中,cover,封面页,ink-splash-cover.png,generated
ink-splash-agenda,ink-splash,泼墨肌理,材质与工艺,泼墨肌理,中,agenda,目录页,ink-splash-agenda.png,generated
ink-splash-section,ink-splash,泼墨肌理,材质与工艺,泼墨肌理,中,section,过渡页,ink-splash-section.png,generated
ink-splash-text,ink-splash,泼墨肌理,材质与工艺,泼墨肌理,中,text,纯文字页,ink-splash-text.png,generated
ink-splash-image-text,ink-splash,泼墨肌理,材质与工艺,泼墨肌理,中,image-text,文字图片页,ink-splash-image-text.png,generated
ink-splash-data,ink-splash,泼墨肌理,材质与工艺,泼墨肌理,中,data,数据/要点页,ink-splash-data.png,generated
ink-splash-closing,ink-splash,泼墨肌理,材质与工艺,泼墨肌理,中,closing,结尾页,ink-splash-closing.png,generated
serious-government-cover,serious-government,严肃政务,严肃与专业,严肃政务,中,cover,封面页,serious-government-cover.png,generated
serious-government-agenda,serious-government,严肃政务,严肃与专业,严肃政务,中,agenda,目录页,serious-government-agenda.png,generated
serious-government-section,serious-government,严肃政务,严肃与专业,严肃政务,中,section,过渡页,serious-government-section.png,generated
serious-government-text,serious-government,严肃政务,严肃与专业,严肃政务,中,text,纯文字页,serious-government-text.png,generated
serious-government-image-text,serious-government,严肃政务,严肃与专业,严肃政务,中,image-text,文字图片页,serious-government-image-text.png,generated
serious-government-data,serious-government,严肃政务,严肃与专业,严肃政务,中,data,数据/要点页,serious-government-data.png,generated
serious-government-closing,serious-government,严肃政务,严肃与专业,严肃政务,中,closing,结尾页,serious-government-closing.png,generated
legal-monochrome-cover,legal-monochrome,法务黑白,严肃与专业,法务黑白,中,cover,封面页,legal-monochrome-cover.png,generated
legal-monochrome-agenda,legal-monochrome,法务黑白,严肃与专业,法务黑白,中,agenda,目录页,legal-monochrome-agenda.png,generated
legal-monochrome-section,legal-monochrome,法务黑白,严肃与专业,法务黑白,中,section,过渡页,legal-monochrome-section.png,generated
legal-monochrome-text,legal-monochrome,法务黑白,严肃与专业,法务黑白,中,text,纯文字页,legal-monochrome-text.png,generated
legal-monochrome-image-text,legal-monochrome,法务黑白,严肃与专业,法务黑白,中,image-text,文字图片页,legal-monochrome-image-text.png,generated
legal-monochrome-data,legal-monochrome,法务黑白,严肃与专业,法务黑白,中,data,数据/要点页,legal-monochrome-data.png,generated
legal-monochrome-closing,legal-monochrome,法务黑白,严肃与专业,法务黑白,中,closing,结尾页,legal-monochrome-closing.png,generated
medical-clean-cover,medical-clean,医药洁净,严肃与专业,医药洁净,中,cover,封面页,medical-clean-cover.png,generated
medical-clean-agenda,medical-clean,医药洁净,严肃与专业,医药洁净,中,agenda,目录页,medical-clean-agenda.png,generated
medical-clean-section,medical-clean,医药洁净,严肃与专业,医药洁净,中,section,过渡页,medical-clean-section.png,generated
medical-clean-text,medical-clean,医药洁净,严肃与专业,医药洁净,中,text,纯文字页,medical-clean-text.png,generated
medical-clean-image-text,medical-clean,医药洁净,严肃与专业,医药洁净,中,image-text,文字图片页,medical-clean-image-text.png,generated
medical-clean-data,medical-clean,医药洁净,严肃与专业,医药洁净,中,data,数据/要点页,medical-clean-data.png,generated
medical-clean-closing,medical-clean,医药洁净,严肃与专业,医药洁净,中,closing,结尾页,medical-clean-closing.png,generated
finance-dark-cover,finance-dark,金融深色,严肃与专业,金融深色,中,cover,封面页,finance-dark-cover.png,generated
finance-dark-agenda,finance-dark,金融深色,严肃与专业,金融深色,中,agenda,目录页,finance-dark-agenda.png,generated
finance-dark-section,finance-dark,金融深色,严肃与专业,金融深色,中,section,过渡页,finance-dark-section.png,generated
finance-dark-text,finance-dark,金融深色,严肃与专业,金融深色,中,text,纯文字页,finance-dark-text.png,generated
finance-dark-image-text,finance-dark,金融深色,严肃与专业,金融深色,中,image-text,文字图片页,finance-dark-image-text.png,generated
finance-dark-data,finance-dark,金融深色,严肃与专业,金融深色,中,data,数据/要点页,finance-dark-data.png,generated
finance-dark-closing,finance-dark,金融深色,严肃与专业,金融深色,中,closing,结尾页,finance-dark-closing.png,generated
academic-paper-cover,academic-paper,学术论文,严肃与专业,学术论文,中,cover,封面页,academic-paper-cover.png,generated
academic-paper-agenda,academic-paper,学术论文,严肃与专业,学术论文,中,agenda,目录页,academic-paper-agenda.png,generated
academic-paper-section,academic-paper,学术论文,严肃与专业,学术论文,中,section,过渡页,academic-paper-section.png,generated
academic-paper-text,academic-paper,学术论文,严肃与专业,学术论文,中,text,纯文字页,academic-paper-text.png,generated
academic-paper-image-text,academic-paper,学术论文,严肃与专业,学术论文,中,image-text,文字图片页,academic-paper-image-text.png,generated
academic-paper-data,academic-paper,学术论文,严肃与专业,学术论文,中,data,数据/要点页,academic-paper-data.png,generated
academic-paper-closing,academic-paper,学术论文,严肃与专业,学术论文,中,closing,结尾页,academic-paper-closing.png,generated
museum-catalog-cover,museum-catalog,艺术图录,严肃与专业,艺术图录,中,cover,封面页,museum-catalog-cover.png,generated
museum-catalog-agenda,museum-catalog,艺术图录,严肃与专业,艺术图录,中,agenda,目录页,museum-catalog-agenda.png,generated
museum-catalog-section,museum-catalog,艺术图录,严肃与专业,艺术图录,中,section,过渡页,museum-catalog-section.png,generated
museum-catalog-text,museum-catalog,艺术图录,严肃与专业,艺术图录,中,text,纯文字页,museum-catalog-text.png,generated
museum-catalog-image-text,museum-catalog,艺术图录,严肃与专业,艺术图录,中,image-text,文字图片页,museum-catalog-image-text.png,generated
museum-catalog-data,museum-catalog,艺术图录,严肃与专业,艺术图录,中,data,数据/要点页,museum-catalog-data.png,generated
museum-catalog-closing,museum-catalog,艺术图录,严肃与专业,艺术图录,中,closing,结尾页,museum-catalog-closing.png,generated
news-report-cover,news-report,新闻专题,严肃与专业,新闻专题,中,cover,封面页,news-report-cover.png,generated
news-report-agenda,news-report,新闻专题,严肃与专业,新闻专题,中,agenda,目录页,news-report-agenda.png,generated
news-report-section,news-report,新闻专题,严肃与专业,新闻专题,中,section,过渡页,news-report-section.png,generated
news-report-text,news-report,新闻专题,严肃与专业,新闻专题,中,text,纯文字页,news-report-text.png,generated
news-report-image-text,news-report,新闻专题,严肃与专业,新闻专题,中,image-text,文字图片页,news-report-image-text.png,generated
news-report-data,news-report,新闻专题,严肃与专业,新闻专题,中,data,数据/要点页,news-report-data.png,generated
news-report-closing,news-report,新闻专题,严肃与专业,新闻专题,中,closing,结尾页,news-report-closing.png,generated
ceremony-gala-cover,ceremony-gala,典礼发布会,严肃与专业,典礼发布会,中,cover,封面页,ceremony-gala-cover.png,generated
ceremony-gala-agenda,ceremony-gala,典礼发布会,严肃与专业,典礼发布会,中,agenda,目录页,ceremony-gala-agenda.png,generated
ceremony-gala-section,ceremony-gala,典礼发布会,严肃与专业,典礼发布会,中,section,过渡页,ceremony-gala-section.png,generated
ceremony-gala-text,ceremony-gala,典礼发布会,严肃与专业,典礼发布会,中,text,纯文字页,ceremony-gala-text.png,generated
ceremony-gala-image-text,ceremony-gala,典礼发布会,严肃与专业,典礼发布会,中,image-text,文字图片页,ceremony-gala-image-text.png,generated
ceremony-gala-data,ceremony-gala,典礼发布会,严肃与专业,典礼发布会,中,data,数据/要点页,ceremony-gala-data.png,generated
ceremony-gala-closing,ceremony-gala,典礼发布会,严肃与专业,典礼发布会,中,closing,结尾页,ceremony-gala-closing.png,generated
vaporwave-cover,vaporwave,蒸汽波,潮流与实验,蒸汽波,中,cover,封面页,vaporwave-cover.png,generated
vaporwave-agenda,vaporwave,蒸汽波,潮流与实验,蒸汽波,中,agenda,目录页,vaporwave-agenda.png,generated
vaporwave-section,vaporwave,蒸汽波,潮流与实验,蒸汽波,中,section,过渡页,vaporwave-section.png,generated
vaporwave-text,vaporwave,蒸汽波,潮流与实验,蒸汽波,中,text,纯文字页,vaporwave-text.png,generated
vaporwave-image-text,vaporwave,蒸汽波,潮流与实验,蒸汽波,中,image-text,文字图片页,vaporwave-image-text.png,generated
vaporwave-data,vaporwave,蒸汽波,潮流与实验,蒸汽波,中,data,数据/要点页,vaporwave-data.png,generated
vaporwave-closing,vaporwave,蒸汽波,潮流与实验,蒸汽波,中,closing,结尾页,vaporwave-closing.png,generated
y2k-cover,y2k,Y2K银色,潮流与实验,Y2K银色,中,cover,封面页,y2k-cover.png,generated
y2k-agenda,y2k,Y2K银色,潮流与实验,Y2K银色,中,agenda,目录页,y2k-agenda.png,generated
y2k-section,y2k,Y2K银色,潮流与实验,Y2K银色,中,section,过渡页,y2k-section.png,generated
y2k-text,y2k,Y2K银色,潮流与实验,Y2K银色,中,text,纯文字页,y2k-text.png,generated
y2k-image-text,y2k,Y2K银色,潮流与实验,Y2K银色,中,image-text,文字图片页,y2k-image-text.png,generated
y2k-data,y2k,Y2K银色,潮流与实验,Y2K银色,中,data,数据/要点页,y2k-data.png,generated
y2k-closing,y2k,Y2K银色,潮流与实验,Y2K银色,中,closing,结尾页,y2k-closing.png,generated
memphis-cover,memphis,孟菲斯图形,潮流与实验,孟菲斯图形,中,cover,封面页,memphis-cover.png,generated
memphis-agenda,memphis,孟菲斯图形,潮流与实验,孟菲斯图形,中,agenda,目录页,memphis-agenda.png,generated
memphis-section,memphis,孟菲斯图形,潮流与实验,孟菲斯图形,中,section,过渡页,memphis-section.png,generated
memphis-text,memphis,孟菲斯图形,潮流与实验,孟菲斯图形,中,text,纯文字页,memphis-text.png,generated
memphis-image-text,memphis,孟菲斯图形,潮流与实验,孟菲斯图形,中,image-text,文字图片页,memphis-image-text.png,generated
memphis-data,memphis,孟菲斯图形,潮流与实验,孟菲斯图形,中,data,数据/要点页,memphis-data.png,generated
memphis-closing,memphis,孟菲斯图形,潮流与实验,孟菲斯图形,中,closing,结尾页,memphis-closing.png,generated
collage-cover,collage,拼贴杂志,潮流与实验,拼贴杂志,中,cover,封面页,collage-cover.png,generated
collage-agenda,collage,拼贴杂志,潮流与实验,拼贴杂志,中,agenda,目录页,collage-agenda.png,generated
collage-section,collage,拼贴杂志,潮流与实验,拼贴杂志,中,section,过渡页,collage-section.png,generated
collage-text,collage,拼贴杂志,潮流与实验,拼贴杂志,中,text,纯文字页,collage-text.png,generated
collage-image-text,collage,拼贴杂志,潮流与实验,拼贴杂志,中,image-text,文字图片页,collage-image-text.png,generated
collage-data,collage,拼贴杂志,潮流与实验,拼贴杂志,中,data,数据/要点页,collage-data.png,generated
collage-closing,collage,拼贴杂志,潮流与实验,拼贴杂志,中,closing,结尾页,collage-closing.png,generated
pop-art-cover,pop-art,波普艺术,潮流与实验,波普艺术,中,cover,封面页,pop-art-cover.png,generated
pop-art-agenda,pop-art,波普艺术,潮流与实验,波普艺术,中,agenda,目录页,pop-art-agenda.png,generated
pop-art-section,pop-art,波普艺术,潮流与实验,波普艺术,中,section,过渡页,pop-art-section.png,generated
pop-art-text,pop-art,波普艺术,潮流与实验,波普艺术,中,text,纯文字页,pop-art-text.png,generated
pop-art-image-text,pop-art,波普艺术,潮流与实验,波普艺术,中,image-text,文字图片页,pop-art-image-text.png,generated
pop-art-data,pop-art,波普艺术,潮流与实验,波普艺术,中,data,数据/要点页,pop-art-data.png,generated
pop-art-closing,pop-art,波普艺术,潮流与实验,波普艺术,中,closing,结尾页,pop-art-closing.png,generated
neon-poster-cover,neon-poster,霓虹海报,潮流与实验,霓虹海报,中,cover,封面页,neon-poster-cover.png,generated
neon-poster-agenda,neon-poster,霓虹海报,潮流与实验,霓虹海报,中,agenda,目录页,neon-poster-agenda.png,generated
neon-poster-section,neon-poster,霓虹海报,潮流与实验,霓虹海报,中,section,过渡页,neon-poster-section.png,generated
neon-poster-text,neon-poster,霓虹海报,潮流与实验,霓虹海报,中,text,纯文字页,neon-poster-text.png,generated
neon-poster-image-text,neon-poster,霓虹海报,潮流与实验,霓虹海报,中,image-text,文字图片页,neon-poster-image-text.png,generated
neon-poster-data,neon-poster,霓虹海报,潮流与实验,霓虹海报,中,data,数据/要点页,neon-poster-data.png,generated
neon-poster-closing,neon-poster,霓虹海报,潮流与实验,霓虹海报,中,closing,结尾页,neon-poster-closing.png,generated
street-poster-cover,street-poster,街头海报,潮流与实验,街头海报,中,cover,封面页,street-poster-cover.png,generated
street-poster-agenda,street-poster,街头海报,潮流与实验,街头海报,中,agenda,目录页,street-poster-agenda.png,generated
street-poster-section,street-poster,街头海报,潮流与实验,街头海报,中,section,过渡页,street-poster-section.png,generated
street-poster-text,street-poster,街头海报,潮流与实验,街头海报,中,text,纯文字页,street-poster-text.png,generated
street-poster-image-text,street-poster,街头海报,潮流与实验,街头海报,中,image-text,文字图片页,street-poster-image-text.png,generated
street-poster-data,street-poster,街头海报,潮流与实验,街头海报,中,data,数据/要点页,street-poster-data.png,generated
street-poster-closing,street-poster,街头海报,潮流与实验,街头海报,中,closing,结尾页,street-poster-closing.png,generated
zine-cover,zine,独立杂志Zine,潮流与实验,独立杂志Zine,中,cover,封面页,zine-cover.png,generated
zine-agenda,zine,独立杂志Zine,潮流与实验,独立杂志Zine,中,agenda,目录页,zine-agenda.png,generated
zine-section,zine,独立杂志Zine,潮流与实验,独立杂志Zine,中,section,过渡页,zine-section.png,generated
zine-text,zine,独立杂志Zine,潮流与实验,独立杂志Zine,中,text,纯文字页,zine-text.png,generated
zine-image-text,zine,独立杂志Zine,潮流与实验,独立杂志Zine,中,image-text,文字图片页,zine-image-text.png,generated
zine-data,zine,独立杂志Zine,潮流与实验,独立杂志Zine,中,data,数据/要点页,zine-data.png,generated
zine-closing,zine,独立杂志Zine,潮流与实验,独立杂志Zine,中,closing,结尾页,zine-closing.png,generated
immersive-stage-cover,immersive-stage,沉浸式舞台,空间与场景,沉浸式舞台,中,cover,封面页,immersive-stage-cover.png,generated
immersive-stage-agenda,immersive-stage,沉浸式舞台,空间与场景,沉浸式舞台,中,agenda,目录页,immersive-stage-agenda.png,generated
immersive-stage-section,immersive-stage,沉浸式舞台,空间与场景,沉浸式舞台,中,section,过渡页,immersive-stage-section.png,generated
immersive-stage-text,immersive-stage,沉浸式舞台,空间与场景,沉浸式舞台,中,text,纯文字页,immersive-stage-text.png,generated
immersive-stage-image-text,immersive-stage,沉浸式舞台,空间与场景,沉浸式舞台,中,image-text,文字图片页,immersive-stage-image-text.png,generated
immersive-stage-data,immersive-stage,沉浸式舞台,空间与场景,沉浸式舞台,中,data,数据/要点页,immersive-stage-data.png,generated
immersive-stage-closing,immersive-stage,沉浸式舞台,空间与场景,沉浸式舞台,中,closing,结尾页,immersive-stage-closing.png,generated
theatre-light-cover,theatre-light,剧场追光,空间与场景,剧场追光,中,cover,封面页,theatre-light-cover.png,generated
theatre-light-agenda,theatre-light,剧场追光,空间与场景,剧场追光,中,agenda,目录页,theatre-light-agenda.png,generated
theatre-light-section,theatre-light,剧场追光,空间与场景,剧场追光,中,section,过渡页,theatre-light-section.png,generated
theatre-light-text,theatre-light,剧场追光,空间与场景,剧场追光,中,text,纯文字页,theatre-light-text.png,generated
theatre-light-image-text,theatre-light,剧场追光,空间与场景,剧场追光,中,image-text,文字图片页,theatre-light-image-text.png,generated
theatre-light-data,theatre-light,剧场追光,空间与场景,剧场追光,中,data,数据/要点页,theatre-light-data.png,generated
theatre-light-closing,theatre-light,剧场追光,空间与场景,剧场追光,中,closing,结尾页,theatre-light-closing.png,generated
outdoor-landscape-cover,outdoor-landscape,山水户外,空间与场景,山水户外,中,cover,封面页,outdoor-landscape-cover.png,generated
outdoor-landscape-agenda,outdoor-landscape,山水户外,空间与场景,山水户外,中,agenda,目录页,outdoor-landscape-agenda.png,generated
outdoor-landscape-section,outdoor-landscape,山水户外,空间与场景,山水户外,中,section,过渡页,outdoor-landscape-section.png,generated
outdoor-landscape-text,outdoor-landscape,山水户外,空间与场景,山水户外,中,text,纯文字页,outdoor-landscape-text.png,generated
outdoor-landscape-image-text,outdoor-landscape,山水户外,空间与场景,山水户外,中,image-text,文字图片页,outdoor-landscape-image-text.png,generated
outdoor-landscape-data,outdoor-landscape,山水户外,空间与场景,山水户外,中,data,数据/要点页,outdoor-landscape-data.png,generated
outdoor-landscape-closing,outdoor-landscape,山水户外,空间与场景,山水户外,中,closing,结尾页,outdoor-landscape-closing.png,generated
architectural-interior-cover,architectural-interior,建筑室内,空间与场景,建筑室内,中,cover,封面页,architectural-interior-cover.png,generated
architectural-interior-agenda,architectural-interior,建筑室内,空间与场景,建筑室内,中,agenda,目录页,architectural-interior-agenda.png,generated
architectural-interior-section,architectural-interior,建筑室内,空间与场景,建筑室内,中,section,过渡页,architectural-interior-section.png,generated
architectural-interior-text,architectural-interior,建筑室内,空间与场景,建筑室内,中,text,纯文字页,architectural-interior-text.png,generated
architectural-interior-image-text,architectural-interior,建筑室内,空间与场景,建筑室内,中,image-text,文字图片页,architectural-interior-image-text.png,generated
architectural-interior-data,architectural-interior,建筑室内,空间与场景,建筑室内,中,data,数据/要点页,architectural-interior-data.png,generated
architectural-interior-closing,architectural-interior,建筑室内,空间与场景,建筑室内,中,closing,结尾页,architectural-interior-closing.png,generated
exhibition-booth-cover,exhibition-booth,展会展台,空间与场景,展会展台,中,cover,封面页,exhibition-booth-cover.png,generated
exhibition-booth-agenda,exhibition-booth,展会展台,空间与场景,展会展台,中,agenda,目录页,exhibition-booth-agenda.png,generated
exhibition-booth-section,exhibition-booth,展会展台,空间与场景,展会展台,中,section,过渡页,exhibition-booth-section.png,generated
exhibition-booth-text,exhibition-booth,展会展台,空间与场景,展会展台,中,text,纯文字页,exhibition-booth-text.png,generated
exhibition-booth-image-text,exhibition-booth,展会展台,空间与场景,展会展台,中,image-text,文字图片页,exhibition-booth-image-text.png,generated
exhibition-booth-data,exhibition-booth,展会展台,空间与场景,展会展台,中,data,数据/要点页,exhibition-booth-data.png,generated
exhibition-booth-closing,exhibition-booth,展会展台,空间与场景,展会展台,中,closing,结尾页,exhibition-booth-closing.png,generated
classroom-course-cover,classroom-course,课程教室,空间与场景,课程教室,中,cover,封面页,classroom-course-cover.png,generated
classroom-course-agenda,classroom-course,课程教室,空间与场景,课程教室,中,agenda,目录页,classroom-course-agenda.png,generated
classroom-course-section,classroom-course,课程教室,空间与场景,课程教室,中,section,过渡页,classroom-course-section.png,generated
classroom-course-text,classroom-course,课程教室,空间与场景,课程教室,中,text,纯文字页,classroom-course-text.png,generated
classroom-course-image-text,classroom-course,课程教室,空间与场景,课程教室,中,image-text,文字图片页,classroom-course-image-text.png,generated
classroom-course-data,classroom-course,课程教室,空间与场景,课程教室,中,data,数据/要点页,classroom-course-data.png,generated
classroom-course-closing,classroom-course,课程教室,空间与场景,课程教室,中,closing,结尾页,classroom-course-closing.png,generated
livestream-studio-cover,livestream-studio,直播间视觉,空间与场景,直播间视觉,中,cover,封面页,livestream-studio-cover.png,generated
livestream-studio-agenda,livestream-studio,直播间视觉,空间与场景,直播间视觉,中,agenda,目录页,livestream-studio-agenda.png,generated
livestream-studio-section,livestream-studio,直播间视觉,空间与场景,直播间视觉,中,section,过渡页,livestream-studio-section.png,generated
livestream-studio-text,livestream-studio,直播间视觉,空间与场景,直播间视觉,中,text,纯文字页,livestream-studio-text.png,generated
livestream-studio-image-text,livestream-studio,直播间视觉,空间与场景,直播间视觉,中,image-text,文字图片页,livestream-studio-image-text.png,generated
livestream-studio-data,livestream-studio,直播间视觉,空间与场景,直播间视觉,中,data,数据/要点页,livestream-studio-data.png,generated
livestream-studio-closing,livestream-studio,直播间视觉,空间与场景,直播间视觉,中,closing,结尾页,livestream-studio-closing.png,generated
gala-event-cover,gala-event,晚会活动,空间与场景,晚会活动,中,cover,封面页,gala-event-cover.png,generated
gala-event-agenda,gala-event,晚会活动,空间与场景,晚会活动,中,agenda,目录页,gala-event-agenda.png,generated
gala-event-section,gala-event,晚会活动,空间与场景,晚会活动,中,section,过渡页,gala-event-section.png,generated
gala-event-text,gala-event,晚会活动,空间与场景,晚会活动,中,text,纯文字页,gala-event-text.png,generated
gala-event-image-text,gala-event,晚会活动,空间与场景,晚会活动,中,image-text,文字图片页,gala-event-image-text.png,generated
gala-event-data,gala-event,晚会活动,空间与场景,晚会活动,中,data,数据/要点页,gala-event-data.png,generated
gala-event-closing,gala-event,晚会活动,空间与场景,晚会活动,中,closing,结尾页,gala-event-closing.png,generated
data-viz-cover,data-viz,数据可视化,抽象与信息设计,数据可视化,中,cover,封面页,data-viz-cover.png,generated
data-viz-agenda,data-viz,数据可视化,抽象与信息设计,数据可视化,中,agenda,目录页,data-viz-agenda.png,generated
data-viz-section,data-viz,数据可视化,抽象与信息设计,数据可视化,中,section,过渡页,data-viz-section.png,generated
data-viz-text,data-viz,数据可视化,抽象与信息设计,数据可视化,中,text,纯文字页,data-viz-text.png,generated
data-viz-image-text,data-viz,数据可视化,抽象与信息设计,数据可视化,中,image-text,文字图片页,data-viz-image-text.png,generated
data-viz-data,data-viz,数据可视化,抽象与信息设计,数据可视化,中,data,数据/要点页,data-viz-data.png,generated
data-viz-closing,data-viz,数据可视化,抽象与信息设计,数据可视化,中,closing,结尾页,data-viz-closing.png,generated
infographic-cover,infographic,信息图解,抽象与信息设计,信息图解,中,cover,封面页,infographic-cover.png,generated
infographic-agenda,infographic,信息图解,抽象与信息设计,信息图解,中,agenda,目录页,infographic-agenda.png,generated
infographic-section,infographic,信息图解,抽象与信息设计,信息图解,中,section,过渡页,infographic-section.png,generated
infographic-text,infographic,信息图解,抽象与信息设计,信息图解,中,text,纯文字页,infographic-text.png,generated
infographic-image-text,infographic,信息图解,抽象与信息设计,信息图解,中,image-text,文字图片页,infographic-image-text.png,generated
infographic-data,infographic,信息图解,抽象与信息设计,信息图解,中,data,数据/要点页,infographic-data.png,generated
infographic-closing,infographic,信息图解,抽象与信息设计,信息图解,中,closing,结尾页,infographic-closing.png,generated
process-diagram-cover,process-diagram,流程图,抽象与信息设计,流程图,中,cover,封面页,process-diagram-cover.png,generated
process-diagram-agenda,process-diagram,流程图,抽象与信息设计,流程图,中,agenda,目录页,process-diagram-agenda.png,generated
process-diagram-section,process-diagram,流程图,抽象与信息设计,流程图,中,section,过渡页,process-diagram-section.png,generated
process-diagram-text,process-diagram,流程图,抽象与信息设计,流程图,中,text,纯文字页,process-diagram-text.png,generated
process-diagram-image-text,process-diagram,流程图,抽象与信息设计,流程图,中,image-text,文字图片页,process-diagram-image-text.png,generated
process-diagram-data,process-diagram,流程图,抽象与信息设计,流程图,中,data,数据/要点页,process-diagram-data.png,generated
